"Obec/město/KATASTR","Okres","Kraj","PČR útvar","Číslo katastru","Původní (chybné) zařazení/Poznámka","PRIORITA",,
"Boleradice","Břeclav","Jihomoravský kraj","OOP Hustopeče",,"OOP Hustopeče dobré, jen jižní hranice u novomlýnské nádrže prochází přes most u Strachotína, následně vede po jižním břehu nádrže a opět se napojuje u hráze:-)",4,"oop hustopeče",
"Bořetice","Břeclav","Jihomoravský kraj","OOP Hustopeče",,,,"oop hustopeče",
"Borkovany","Břeclav","Jihomoravský kraj","OOP Hustopeče",,,,"oop hustopeče",
"Brumovice","Břeclav","Jihomoravský kraj","OOP Hustopeče",,,,"oop hustopeče",
"Diváky","Břeclav","Jihomoravský kraj","OOP Hustopeče",,,,"oop hustopeče",
"Horní Bojanovice","Břeclav","Jihomoravský kraj","OOP Hustopeče",,,,"oop hustopeče",
"Hustopeče","Břeclav","Jihomoravský kraj","OOP Hustopeče",,,,"oop hustopeče",
"Kašnice","Břeclav","Jihomoravský kraj","OOP Hustopeče",,,,"oop hustopeče",
"Klobouky u Brna","Břeclav","Jihomoravský kraj","OOP Hustopeče",,,,"oop hustopeče",
"Kobylí","Břeclav","Jihomoravský kraj","OOP Hustopeče",,,,"oop hustopeče",
"Křepice","Břeclav","Jihomoravský kraj","OOP Hustopeče",,,,"oop hustopeče",
"Krumvíř","Břeclav","Jihomoravský kraj","OOP Hustopeče",,,,"oop hustopeče",
"Kurdějov","Břeclav","Jihomoravský kraj","OOP Hustopeče",,,,"oop hustopeče",
"Morkůvky","Břeclav","Jihomoravský kraj","OOP Hustopeče",,,,"oop hustopeče",
"Němčičky","Břeclav","Jihomoravský kraj","OOP Hustopeče",,,,"oop hustopeče",
"Nikolčice","Břeclav","Jihomoravský kraj","OOP Hustopeče",,,,"oop hustopeče",
"Popice","Břeclav","Jihomoravský kraj","OOP Hustopeče",,,,"oop hustopeče",
"Pouzdřany","Břeclav","Jihomoravský kraj","OOP Hustopeče",,,,"oop hustopeče",
"Přítluky","Břeclav","Jihomoravský kraj","OOP Hustopeče",,,,"oop hustopeče",
"Rakvice","Břeclav","Jihomoravský kraj","OOP Hustopeče",,,,"oop hustopeče",
"Šakvice","Břeclav","Jihomoravský kraj","OOP Hustopeče",,,,"oop hustopeče",
"Šitbořice","Břeclav","Jihomoravský kraj","OOP Hustopeče",,,,"oop hustopeče",
"Starovice","Břeclav","Jihomoravský kraj","OOP Hustopeče",,,,"oop hustopeče",
"Starovičky","Břeclav","Jihomoravský kraj","OOP Hustopeče",,,,"oop hustopeče",
"Strachotín","Břeclav","Jihomoravský kraj","OOP Hustopeče",,,,"oop hustopeče",
"Uherčice","Břeclav","Jihomoravský kraj","OOP Hustopeče",,,,"oop hustopeče",
"Velké Bílovice","Břeclav","Jihomoravský kraj","OOP Hustopeče",,,,"oop hustopeče",
"Velké Hostěrádky","Břeclav","Jihomoravský kraj","OOP Hustopeče",,,,"oop hustopeče",
"Velké Němčice","Břeclav","Jihomoravský kraj","OOP Hustopeče",,,,"oop hustopeče",
"Velké Pavlovice","Břeclav","Jihomoravský kraj","OOP Hustopeče",,,,"oop hustopeče",
"Vrbice","Břeclav","Jihomoravský kraj","OOP Hustopeče",,,,"oop hustopeče",
"Zaječí","Břeclav","Jihomoravský kraj","OOP Hustopeče",,,,"oop hustopeče",
"Biskoupky","Brno-venkov","Jihomoravský kraj","OOP Ivančice",,,,"oop ivančice",
"Čučice","Brno-venkov","Jihomoravský kraj","OOP Ivančice",,,,"oop ivančice",
"Dolní Kounice","Brno-venkov","Jihomoravský kraj","OOP Ivančice",,,,"oop ivančice",
"Hlína","Brno-venkov","Jihomoravský kraj","OOP Ivančice",,,,"oop ivančice",
"Ivančice","Brno-venkov","Jihomoravský kraj","OOP Ivančice",,,,"oop ivančice",
"Ketkovice","Brno-venkov","Jihomoravský kraj","OOP Ivančice",,,,"oop ivančice",
"Kratochvilka","Brno-venkov","Jihomoravský kraj","OOP Ivančice",,,,"oop ivančice",
"Kupařovice","Brno-venkov","Jihomoravský kraj","OOP Ivančice",,,,"oop ivančice",
"Mělčany","Brno-venkov","Jihomoravský kraj","OOP Ivančice",,,,"oop ivančice",
"Moravské Bránice","Brno-venkov","Jihomoravský kraj","OOP Ivančice",,,,"oop ivančice",
"Němčičky","Brno-venkov","Jihomoravský kraj","OOP Ivančice",,,,"oop ivančice",
"Neslovice","Brno-venkov","Jihomoravský kraj","OOP Ivančice",,,,"oop ivančice",
"Nová Ves","Brno-venkov","Jihomoravský kraj","OOP Ivančice",,,,"oop ivančice",
"Nové Bránice","Brno-venkov","Jihomoravský kraj","OOP Ivančice",,,,"oop ivančice",
"Oslavany","Brno-venkov","Jihomoravský kraj","OOP Ivančice",,,,"oop ivančice",
"Pravlov","Brno-venkov","Jihomoravský kraj","OOP Ivančice",,,,"oop ivančice",
"Prštice","Brno-venkov","Jihomoravský kraj","OOP Ivančice",,,,"oop ivančice",
"Radostice","Brno-venkov","Jihomoravský kraj","OOP Ivančice",,,,"oop ivančice",
"Senorady","Brno-venkov","Jihomoravský kraj","OOP Ivančice",,,,"oop ivančice",
"Silůvky","Brno-venkov","Jihomoravský kraj","OOP Ivančice",,,,"oop ivančice",
"Trboušany","Brno-venkov","Jihomoravský kraj","OOP Ivančice",,,,"oop ivančice",
"Jablonec nad Nisou","Jablonec nad Nisou","Liberecký kraj","OOP Jablonec nad Nisou",,,,"oop jablonec nad nisou",
"Velký Valtinov","Česká Lípa","Liberecký kraj","OOP Jablonné v Podještědí",,,,"oop jablonné v podještědí",
"Jablonné v Podještědí","Liberec","Liberecký kraj","OOP Jablonné v Podještědí",,,,"oop jablonné v podještědí",
"Janovice v Podještědí","Liberec","Liberecký kraj","OOP Jablonné v Podještědí",,,,"oop jablonné v podještědí",
"Bystřička","Vsetín","Zlínský kraj","OOP Jablůnka",,,,"oop jablůnka",
"Hošťálková","Vsetín","Zlínský kraj","OOP Jablůnka",,,,"oop jablůnka",
"Jablůnka","Vsetín","Zlínský kraj","OOP Jablůnka",,,,"oop jablůnka",
"Kateřinice","Vsetín","Zlínský kraj","OOP Jablůnka",,,,"oop jablůnka",
"Malá Bystřice","Vsetín","Zlínský kraj","OOP Jablůnka",,,,"oop jablůnka",
"Mikulůvka","Vsetín","Zlínský kraj","OOP Jablůnka",,,,"oop jablůnka",
"Oznice","Vsetín","Zlínský kraj","OOP Jablůnka",,,,"oop jablůnka",
"Pržno","Vsetín","Zlínský kraj","OOP Jablůnka",,,,"oop jablůnka",
"Ratiboř","Vsetín","Zlínský kraj","OOP Jablůnka",,,,"oop jablůnka",
"Růžďka","Vsetín","Zlínský kraj","OOP Jablůnka",,,,"oop jablůnka",
"Velká Lhota","Vsetín","Zlínský kraj","OOP Jablůnka",,,,"oop jablůnka",
"Bocanovice","Frýdek-Místek","Moravskoslezský kraj","OOP Jablunkov",,,,"oop jablunkov",
"Bukovec","Frýdek-Místek","Moravskoslezský kraj","OOP Jablunkov",,,,"oop jablunkov",
"Dolní Lomná","Frýdek-Místek","Moravskoslezský kraj","OOP Jablunkov",,,,"oop jablunkov",
"Horní Lomná","Frýdek-Místek","Moravskoslezský kraj","OOP Jablunkov",,,,"oop jablunkov",
"Hrádek","Frýdek-Místek","Moravskoslezský kraj","OOP Jablunkov",,,,"oop jablunkov",
"Hrčava","Frýdek-Místek","Moravskoslezský kraj","OOP Jablunkov",,,,"oop jablunkov",
"Jablunkov","Frýdek-Místek","Moravskoslezský kraj","OOP Jablunkov",,,,"oop jablunkov",
"Mosty u Jablunkova","Frýdek-Místek","Moravskoslezský kraj","OOP Jablunkov",,,,"oop jablunkov",
"Návsí","Frýdek-Místek","Moravskoslezský kraj","OOP Jablunkov",,,,"oop jablunkov",
"Písečná","Frýdek-Místek","Moravskoslezský kraj","OOP Jablunkov",,,,"oop jablunkov",
"Písek","Frýdek-Místek","Moravskoslezský kraj","OOP Jablunkov",,,,"oop jablunkov",
"Boží Dar","Karlovy Vary","Karlovarský kraj","OOP Jáchymov",,,,"oop jáchymov",
"Jáchymov","Karlovy Vary","Karlovarský kraj","OOP Jáchymov",,,,"oop jáchymov",
"Chvalkovice","Náchod","Královéhradecký kraj","OOP Jaroměř",,,,"oop jaroměř",
"Dolany","Náchod","Královéhradecký kraj","OOP Jaroměř",,,,"oop jaroměř",
"Heřmanice","Náchod","Královéhradecký kraj","OOP Jaroměř",,,,"oop jaroměř",
"Hořenice","Náchod","Královéhradecký kraj","OOP Jaroměř",,,,"oop jaroměř",
"Jaroměř","Náchod","Královéhradecký kraj","OOP Jaroměř",,,,"oop jaroměř",
"Jasenná","Náchod","Královéhradecký kraj","OOP Jaroměř",,,,"oop jaroměř",
"Nový Ples","Náchod","Královéhradecký kraj","OOP Jaroměř",,,,"oop jaroměř",
"Rasošky","Náchod","Královéhradecký kraj","OOP Jaroměř",,,,"oop jaroměř",
"Rožnov","Náchod","Královéhradecký kraj","OOP Jaroměř",,,,"oop jaroměř",
"Rychnovek","Náchod","Královéhradecký kraj","OOP Jaroměř",,,,"oop jaroměř",
"Šestajovice","Náchod","Královéhradecký kraj","OOP Jaroměř",,,,"oop jaroměř",
"Velichovky","Náchod","Královéhradecký kraj","OOP Jaroměř",,,,"oop jaroměř",
"Velký Třebešov","Náchod","Královéhradecký kraj","OOP Jaroměř",,,,"oop jaroměř",
"Vlkov","Náchod","Královéhradecký kraj","OOP Jaroměř",,,,"oop jaroměř",
"Zaloňov","Náchod","Královéhradecký kraj","OOP Jaroměř",,,,"oop jaroměř",
"Bernartice","Jeseník","Olomoucký kraj","OOP Javorník",,,,"oop javorník",
"Bílá Voda","Jeseník","Olomoucký kraj","OOP Javorník",,,,"oop javorník",
"Černá Voda","Jeseník","Olomoucký kraj","OOP Javorník",,,,"oop javorník",
"Javorník","Jeseník","Olomoucký kraj","OOP Javorník",,,,"oop javorník",
"Kobylá nad Vidnavkou","Jeseník","Olomoucký kraj","OOP Javorník",,,,"oop javorník",
"Skorošice","Jeseník","Olomoucký kraj","OOP Javorník",,,,"oop javorník",
"Stará Červená Voda","Jeseník","Olomoucký kraj","OOP Javorník",,,,"oop javorník",
"Uhelná","Jeseník","Olomoucký kraj","OOP Javorník",,,,"oop javorník",
"Vápenná","Jeseník","Olomoucký kraj","OOP Javorník",,,,"oop javorník",
"Velká Kraš","Jeseník","Olomoucký kraj","OOP Javorník",,,,"oop javorník",
"Vidnava","Jeseník","Olomoucký kraj","OOP Javorník",,,,"oop javorník",
"Vlčice","Jeseník","Olomoucký kraj","OOP Javorník",,,,"oop javorník",
"Žulová","Jeseník","Olomoucký kraj","OOP Javorník",,,,"oop javorník",
"Bačkovice","Třebíč","Kraj Vysočina","OOP Jemnice",,,,"oop jemnice",
"Budkov","Třebíč","Kraj Vysočina","OOP Jemnice",,,,"oop jemnice",
"Chotěbudice","Třebíč","Kraj Vysočina","OOP Jemnice",,,,"oop jemnice",
"Dešov","Třebíč","Kraj Vysočina","OOP Jemnice",,,,"oop jemnice",
"Hornice","Třebíč","Kraj Vysočina","OOP Jemnice",,,,"oop jemnice",
"Jemnice","Třebíč","Kraj Vysočina","OOP Jemnice",,,,"oop jemnice",
"Jiratice","Třebíč","Kraj Vysočina","OOP Jemnice",,,,"oop jemnice",
"Kdousov","Třebíč","Kraj Vysočina","OOP Jemnice",,,,"oop jemnice",
"Kojatice","Třebíč","Kraj Vysočina","OOP Jemnice",,,,"oop jemnice",
"Kostníky","Třebíč","Kraj Vysočina","OOP Jemnice",,,,"oop jemnice",
"Lhotice","Třebíč","Kraj Vysočina","OOP Jemnice",,,,"oop jemnice",
"Lomy","Třebíč","Kraj Vysočina","OOP Jemnice",,,,"oop jemnice",
"Lovčovice","Třebíč","Kraj Vysočina","OOP Jemnice",,,,"oop jemnice",
"Menhartice","Třebíč","Kraj Vysočina","OOP Jemnice",,,,"oop jemnice",
"Mladoňovice","Třebíč","Kraj Vysočina","OOP Jemnice",,,,"oop jemnice",
"Oponešice","Třebíč","Kraj Vysočina","OOP Jemnice",,,,"oop jemnice",
"Pálovice","Třebíč","Kraj Vysočina","OOP Jemnice",,,,"oop jemnice",
"Police","Třebíč","Kraj Vysočina","OOP Jemnice",,,,"oop jemnice",
"Rácovice","Třebíč","Kraj Vysočina","OOP Jemnice",,,,"oop jemnice",
"Radkovice u Budče","Třebíč","Kraj Vysočina","OOP Jemnice",,,,"oop jemnice",
"Radotice","Třebíč","Kraj Vysočina","OOP Jemnice",,,,"oop jemnice",
"Slavíkovice","Třebíč","Kraj Vysočina","OOP Jemnice",,,,"oop jemnice",
"Štěpkov","Třebíč","Kraj Vysočina","OOP Jemnice",,,,"oop jemnice",
"Třebelovice","Třebíč","Kraj Vysočina","OOP Jemnice",,,,"oop jemnice",
"Jesenice","Praha-západ","Středočeský kraj","OOP Jesenice",,,,"oop jesenice",
"Vestec","Praha-západ","Středočeský kraj","OOP Jesenice",,,,"oop jesenice",
"Zlatníky-Hodkovice","Praha-západ","Středočeský kraj","OOP Jesenice",,,,"oop jesenice",
"Břežany","Rakovník","Středočeský kraj","OOP Jesenice",,,,"oop jesenice",
"Čistá","Rakovník","Středočeský kraj","OOP Jesenice",,,,"oop jesenice",
"Drahouš","Rakovník","Středočeský kraj","OOP Jesenice",,,,"oop jesenice",
"Jesenice","Rakovník","Středočeský kraj","OOP Jesenice",,,,"oop jesenice",
"Krty","Rakovník","Středočeský kraj","OOP Jesenice",,,,"oop jesenice",
"Oráčov","Rakovník","Středočeský kraj","OOP Jesenice",,,,"oop jesenice",
"Petrovice","Rakovník","Středočeský kraj","OOP Jesenice",,,,"oop jesenice",
"Příčina","Rakovník","Středočeský kraj","OOP Jesenice",,,,"oop jesenice",
"Pšovlky","Rakovník","Středočeský kraj","OOP Jesenice",,,,"oop jesenice",
"Řeřichy","Rakovník","Středočeský kraj","OOP Jesenice",,,,"oop jesenice",
"Šanov","Rakovník","Středočeský kraj","OOP Jesenice",,,,"oop jesenice",
"Šípy","Rakovník","Středočeský kraj","OOP Jesenice",,,,"oop jesenice",
"Švihov","Rakovník","Středočeský kraj","OOP Jesenice",,,,"oop jesenice",
"Václavy","Rakovník","Středočeský kraj","OOP Jesenice",,,,"oop jesenice",
"Velká Chmelištná","Rakovník","Středočeský kraj","OOP Jesenice",,,,"oop jesenice",
"Všesulov","Rakovník","Středočeský kraj","OOP Jesenice",,,,"oop jesenice",
"Zavidov","Rakovník","Středočeský kraj","OOP Jesenice",,,,"oop jesenice",
"Žďár","Rakovník","Středočeský kraj","OOP Jesenice",,,,"oop jesenice",
"Bělá pod Pradědem","Jeseník","Olomoucký kraj","OOP Jeseník",,,,"oop jeseník",
"Česká Ves","Jeseník","Olomoucký kraj","OOP Jeseník",,,,"oop jeseník",
"Hradec-Nová Ves","Jeseník","Olomoucký kraj","OOP Jeseník",,,,"oop jeseník",
"Jeseník","Jeseník","Olomoucký kraj","OOP Jeseník",,,,"oop jeseník",
"Lipová-lázně","Jeseník","Olomoucký kraj","OOP Jeseník",,,,"oop jeseník",
"Ostružná","Jeseník","Olomoucký kraj","OOP Jeseník",,,,"oop jeseník",
"Písečná","Jeseník","Olomoucký kraj","OOP Jeseník",,,,"oop jeseník",
"Supíkovice","Jeseník","Olomoucký kraj","OOP Jeseník",,,,"oop jeseník",
"Velké Kunětice","Jeseník","Olomoucký kraj","OOP Jeseník",,,,"oop jeseník",
"Běhařovice","Znojmo","Jihomoravský kraj","OOP Jevišovice",,,,"oop jevišovice",
"Blanné","Znojmo","Jihomoravský kraj","OOP Jevišovice",,,,"oop jevišovice",
"Bojanovice","Znojmo","Jihomoravský kraj","OOP Jevišovice",,,,"oop jevišovice",
"Boskovštejn","Znojmo","Jihomoravský kraj","OOP Jevišovice",,,,"oop jevišovice",
"Černín","Znojmo","Jihomoravský kraj","OOP Jevišovice",,,,"oop jevišovice",
"Grešlové Mýto","Znojmo","Jihomoravský kraj","OOP Jevišovice",,,,"oop jevišovice",
"Hluboké Mašůvky","Znojmo","Jihomoravský kraj","OOP Jevišovice",,,,"oop jevišovice",
"Horní Dunajovice","Znojmo","Jihomoravský kraj","OOP Jevišovice",,,,"oop jevišovice",
"Horní Kounice","Znojmo","Jihomoravský kraj","OOP Jevišovice",,,,"oop jevišovice",
"Hostim","Znojmo","Jihomoravský kraj","OOP Jevišovice",,,,"oop jevišovice",
"Jevišovice","Znojmo","Jihomoravský kraj","OOP Jevišovice",,,,"oop jevišovice",
"Jiřice u Moravských Budějovic","Znojmo","Jihomoravský kraj","OOP Jevišovice",,,,"oop jevišovice",
"Kravsko","Znojmo","Jihomoravský kraj","OOP Jevišovice",,,,"oop jevišovice",
"Křepice","Znojmo","Jihomoravský kraj","OOP Jevišovice",,,,"oop jevišovice",
"Medlice","Znojmo","Jihomoravský kraj","OOP Jevišovice",,,,"oop jevišovice",
"Mikulovice","Znojmo","Jihomoravský kraj","OOP Jevišovice",,,,"oop jevišovice",
"Němčičky","Znojmo","Jihomoravský kraj","OOP Jevišovice",,,,"oop jevišovice",
"Pavlice","Znojmo","Jihomoravský kraj","OOP Jevišovice",,,,"oop jevišovice",
"Plaveč","Znojmo","Jihomoravský kraj","OOP Jevišovice",,,,"oop jevišovice",
"Plenkovice","Znojmo","Jihomoravský kraj","OOP Jevišovice",,,,"oop jevišovice",
"Přeskače","Znojmo","Jihomoravský kraj","OOP Jevišovice",,,,"oop jevišovice",
"Prokopov","Znojmo","Jihomoravský kraj","OOP Jevišovice",,,,"oop jevišovice",
"Rozkoš","Znojmo","Jihomoravský kraj","OOP Jevišovice",,,,"oop jevišovice",
"Rudlice","Znojmo","Jihomoravský kraj","OOP Jevišovice",,,,"oop jevišovice",
"Slatina","Znojmo","Jihomoravský kraj","OOP Jevišovice",,,,"oop jevišovice",
"Střelice","Znojmo","Jihomoravský kraj","OOP Jevišovice",,,,"oop jevišovice",
"Tavíkovice","Znojmo","Jihomoravský kraj","OOP Jevišovice",,,,"oop jevišovice",
"Újezd","Znojmo","Jihomoravský kraj","OOP Jevišovice",,,,"oop jevišovice",
"Vevčice","Znojmo","Jihomoravský kraj","OOP Jevišovice",,,,"oop jevišovice",
"Višňové","Znojmo","Jihomoravský kraj","OOP Jevišovice",,,,"oop jevišovice",
"Vranovská Ves","Znojmo","Jihomoravský kraj","OOP Jevišovice",,,,"oop jevišovice",
"Brada-Rybníček","Jičín","Královéhradecký kraj","OOP Jičín",,,,"oop jičín",
"Březina","Jičín","Královéhradecký kraj","OOP Jičín",,,,"oop jičín",
"Bukvice","Jičín","Královéhradecký kraj","OOP Jičín",,,,"oop jičín",
"Butoves","Jičín","Královéhradecký kraj","OOP Jičín",,,,"oop jičín",
"Dílce","Jičín","Královéhradecký kraj","OOP Jičín",,,,"oop jičín",
"Dolní Lochov","Jičín","Královéhradecký kraj","OOP Jičín",,,,"oop jičín",
"Dřevěnice","Jičín","Královéhradecký kraj","OOP Jičín",,,,"oop jičín",
"Holín","Jičín","Královéhradecký kraj","OOP Jičín",,,,"oop jičín",
"Jičín","Jičín","Královéhradecký kraj","OOP Jičín",,,,"oop jičín",
"Jinolice","Jičín","Královéhradecký kraj","OOP Jičín",,,,"oop jičín",
"Kacákova Lhota","Jičín","Královéhradecký kraj","OOP Jičín",,,,"oop jičín",
"Kbelnice","Jičín","Královéhradecký kraj","OOP Jičín",,,,"oop jičín",
"Kněžnice","Jičín","Královéhradecký kraj","OOP Jičín",,,,"oop jičín",
"Konecchlumí","Jičín","Královéhradecký kraj","OOP Jičín",,,,"oop jičín",
"Kovač","Jičín","Královéhradecký kraj","OOP Jičín",,,,"oop jičín",
"Kyje","Jičín","Královéhradecký kraj","OOP Jičín",,,,"oop jičín",
"Lužany","Jičín","Královéhradecký kraj","OOP Jičín",,,,"oop jičín",
"Nemyčeves","Jičín","Královéhradecký kraj","OOP Jičín",,,,"oop jičín",
"Ohaveč","Jičín","Královéhradecký kraj","OOP Jičín",,,,"oop jičín",
"Ostružno","Jičín","Královéhradecký kraj","OOP Jičín",,,,"oop jičín",
"Podhradí","Jičín","Královéhradecký kraj","OOP Jičín",,,,"oop jičín",
"Podůlší","Jičín","Královéhradecký kraj","OOP Jičín",,,,"oop jičín",
"Radim","Jičín","Královéhradecký kraj","OOP Jičín",,,,"oop jičín",
"Slatiny","Jičín","Královéhradecký kraj","OOP Jičín",,,,"oop jičín",
"Soběraz","Jičín","Královéhradecký kraj","OOP Jičín",,,,"oop jičín",
"Staré Místo","Jičín","Královéhradecký kraj","OOP Jičín",,,,"oop jičín",
"Tuř","Jičín","Královéhradecký kraj","OOP Jičín",,,,"oop jičín",
"Úlibice","Jičín","Královéhradecký kraj","OOP Jičín",,,,"oop jičín",
"Valdice","Jičín","Královéhradecký kraj","OOP Jičín",,,,"oop jičín",
"Veliš","Jičín","Královéhradecký kraj","OOP Jičín",,,,"oop jičín",
"Vitiněves","Jičín","Královéhradecký kraj","OOP Jičín",,,,"oop jičín",
"Vrbice","Jičín","Královéhradecký kraj","OOP Jičín",,,,"oop jičín",
"Železnice","Jičín","Královéhradecký kraj","OOP Jičín",,,,"oop jičín",
"Žeretice","Jičín","Královéhradecký kraj","OOP Jičín",,,,"oop jičín",
"BŘEZKA","Jičín","Královéhradecký kraj","OOP Jičín",683515,"OOP Sobotka",2,"oop jičín",
"Bílý Kámen","Jihlava","Kraj Vysočina","OOP Jihlava",,,,"oop jihlava",
"Boršov","Jihlava","Kraj Vysočina","OOP Jihlava",,,,"oop jihlava",
"Brtnice","Jihlava","Kraj Vysočina","OOP Jihlava",,,,"oop jihlava",
"Cerekvička-Rosice","Jihlava","Kraj Vysočina","OOP Jihlava",,,,"oop jihlava",
"Čížov","Jihlava","Kraj Vysočina","OOP Jihlava",,,,"oop jihlava",
"Dudín","Jihlava","Kraj Vysočina","OOP Jihlava",,,,"oop jihlava",
"Dušejov","Jihlava","Kraj Vysočina","OOP Jihlava",,,,"oop jihlava",
"Hojkov","Jihlava","Kraj Vysočina","OOP Jihlava",,,,"oop jihlava",
"Hubenov","Jihlava","Kraj Vysočina","OOP Jihlava",,,,"oop jihlava",
"Hybrálec","Jihlava","Kraj Vysočina","OOP Jihlava",,,,"oop jihlava",
"Ježená","Jihlava","Kraj Vysočina","OOP Jihlava",,,,"oop jihlava",
"Jihlava","Jihlava","Kraj Vysočina","OOP Jihlava",,,,"oop jihlava",
"Kalhov","Jihlava","Kraj Vysočina","OOP Jihlava",,,,"oop jihlava",
"Malý Beranov","Jihlava","Kraj Vysočina","OOP Jihlava",,,,"oop jihlava",
"Milíčov","Jihlava","Kraj Vysočina","OOP Jihlava",,,,"oop jihlava",
